DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom Complet,Nascut_Espanya,Data_naixament,Edat_actual,Increment
27395242L,Daniel,Castro Torres,Colòmbia,Bogotà,5,4,1992,Home,1060.5,Sí,Grup A,Daniel Castro Torres,No,1992-04-05,34,0.05
52720140A,Daniel,Rojas Torres,Colòmbia,Bogotà,20,8,1985,Home,1529.85,Sí,Grup A,Daniel Rojas Torres,No,1985-08-20,40,0.05
39270256A,Santiago,Rojas,Colòmbia,Bogotà,5,4,1987,Home,870.45,No,Grup A,Santiago Rojas,No,1987-04-05,39,0.05
79942683D,Valentina,Torres Torres,Colòmbia,Medellín,24,7,1951,,1314.6,No,Grup A,Valentina Torres Torres,No,1951-07-24,74,0.05
34050427S,Daniela,Castro Castro,Colòmbia,Medellín,25,12,1980,Dona,1225.35,No,Grup A,Daniela Castro Castro,No,1980-12-25,45,0.05
31682831V,Daniela,Torres,Colòmbia,Medellín,17,5,1970,Dona,1117.2,Sí,Grup A,Daniela Torres,No,1970-05-17,56,0.05
26819385K,Sara,Torres Castro,Colòmbia,Medellín,8,8,1987,Dona,1097.25,No,Grup A,Sara Torres Castro,No,1987-08-08,38,0.05
15387541Y,Andrés,Castro,Colòmbia,Medellín,8,3,2000,Altres,1045.8,No,Grup A,Andrés Castro,No,2000-03-08,26,0.05
87427498D,Laura,Rojas,Colòmbia,Medellín,9,5,1969,Dona,1037.4,No,Grup A,Laura Rojas,No,1969-05-09,57,0.05
54313717Q,Laura,Castro,Colòmbia,Medellín,19,6,1958,Dona,1558.2,No,Grup A,Laura Castro,No,1958-06-19,67,0.05
16349607A,Daniel,Rojas Castro,Colòmbia,Medellín,7,10,1952,Home,838.95,Sí,Grup A,Daniel Rojas Castro,No,1952-10-07,73,0.05
49287703B,Daniel,Castro,Colòmbia,Medellín,13,10,1956,Home,1267.35,Sí,Grup A,Daniel Castro,No,1956-10-13,69,0.05
18783620K,Andrés,Torres,Colòmbia,Medellín,13,1,1967,Home,1645.35,No,Grup A,Andrés Torres,No,1967-01-13,59,0.05
52982989C,Valentina,Castro Rojas,Colòmbia,Medellín,8,12,1986,Dona,857.85,Sí,Grup A,Valentina Castro Rojas,No,1986-12-08,39,0.05
67234434Y,Valentina,Torres,Colòmbia,Medellín,12,7,1981,Dona,901.95,Sí,Grup A,Valentina Torres,No,1981-07-12,44,0.05
49560214X,Felipe,Gutiérrez,Colòmbia,Medellín,13,11,1989,Home,1338.75,No,Grup A,Felipe Gutiérrez,No,1989-11-13,36,0.05
93060003K,Felipe,Gutiérrez,Colòmbia,Medellín,17,9,1953,Home,1199.1,Sí,Grup A,Felipe Gutiérrez,No,1953-09-17,72,0.05
27724652S,Clara,Sánchez Martínez,Espanya,Barcelona,18,3,1996,Dona,1315.65,Sí,Grup A,Clara Sánchez Martínez,Si,1996-03-18,30,0.05
69630528M,Toni,Sánchez García,Espanya,Barcelona,9,8,1999,Home,1095.15,No,Grup A,Toni Sánchez García,Si,1999-08-09,26,0.05
14219925Z,Toni,Martínez,Espanya,Barcelona,16,5,1964,Home,935.55,No,Grup A,Toni Martínez,Si,1964-05-16,62,0.05
40695825B,Oriol,Sánchez,Espanya,Barcelona,27,7,1965,Home,1312.5,No,Grup A,Oriol Sánchez,Si,1965-07-27,60,0.05
13107162J,Núria,Castells,Espanya,Barcelona,2,7,2005,Dona,1411.2,Sí,Grup A,Núria Castells,Si,2005-07-02,20,0.05
89977538X,Oriol,López Martínez,Espanya,Barcelona,25,6,1952,Home,1069.95,Sí,Grup A,Oriol López Martínez,Si,1952-06-25,73,0.05
67466708W,Jordi,Romero,Espanya,Barcelona,27,8,1968,Home,848.4,No,Grup A,Jordi Romero,Si,1968-08-27,57,0.05
42754306Q,Toni,López Sánchez,Espanya,Barcelona,25,2,1975,Home,1039.5,No,Grup A,Toni López Sánchez,Si,1975-02-25,51,0.05
17393705Z,Joan,Castells,Espanya,Barcelona,10,12,1975,Home,1750.35,Sí,Grup A,Joan Castells,Si,1975-12-10,50,0.05
14944003P,Arnau,Sánchez López,Espanya,Barcelona,28,6,1960,Home,1171.8,No,Grup A,Arnau Sánchez López,Si,1960-06-28,65,0.05
80981912X,Eva,Martínez,Espanya,Barcelona,11,9,1974,Dona,822.15,No,Grup A,Eva Martínez,Si,1974-09-11,51,0.05
76740096F,Joan,Romero Romero,Espanya,Barcelona,21,2,1999,Home,1620.15,Sí,Grup A,Joan Romero Romero,Si,1999-02-21,27,0.05
42373200J,Anna,Sánchez,Espanya,Barcelona,17,7,1984,Altres,1509.9,Sí,Grup A,Anna Sánchez,Si,1984-07-17,41,0.05
25463106V,Núria,Ferrer,Espanya,Barcelona,18,4,1957,,1465.8,Sí,Grup A,Núria Ferrer,Si,1957-04-18,69,0.05
89652804F,Marc,Ferrer Castells,Espanya,Barcelona,25,8,2002,Home,1755.6,No,Grup A,Marc Ferrer Castells,Si,2002-08-25,23,0.05
85696755S,Marc,García,Espanya,Barcelona,23,7,1998,Home,1408.05,Sí,Grup A,Marc García,Si,1998-07-23,27,0.05
63688361W,Joan,García,Espanya,Barcelona,24,12,1957,Home,1635.9,Sí,Grup A,Joan García,Si,1957-12-24,68,0.05
97566754L,Marc,Martínez Martínez,Espanya,Barcelona,6,4,2001,,1160.25,Sí,Grup A,Marc Martínez Martínez,Si,2001-04-06,25,0.05
27007812G,Toni,Romero,Espanya,Barcelona,9,12,1989,Home,1741.95,Sí,Grup A,Toni Romero,Si,1989-12-09,36,0.05
85011730B,Oriol,García Castells,Espanya,Barcelona,18,6,1955,Home,1272.6,No,Grup A,Oriol García Castells,Si,1955-06-18,70,0.05
65912422Z,Carla,López,Espanya,Barcelona,18,7,1965,Dona,1216.95,Sí,Grup A,Carla López,Si,1965-07-18,60,0.05
50776135C,Laia,Ferrer,Espanya,Barcelona,23,11,1972,Dona,987.0,No,Grup A,Laia Ferrer,Si,1972-11-23,53,0.05
20477181R,Anna,Castells García,Espanya,Barcelona,22,10,1952,Dona,732.9,No,Grup A,Anna Castells García,Si,1952-10-22,73,0.05
96251362T,Oriol,Ferrer Martínez,Espanya,Barcelona,26,7,1950,Home,1001.7,No,Grup A,Oriol Ferrer Martínez,Si,1950-07-26,75,0.05
21898585T,Jordi,Sánchez,Espanya,Barcelona,18,6,1981,Home,840.0,Sí,Grup A,Jordi Sánchez,Si,1981-06-18,44,0.05
93647831W,Jordi,Sánchez Martínez,Espanya,Barcelona,6,11,1998,Home,1149.75,No,Grup A,Jordi Sánchez Martínez,Si,1998-11-06,27,0.05
58136944R,Marta,Ferrer,Espanya,Barcelona,28,6,2001,Dona,1368.15,Sí,Grup A,Marta Ferrer,Si,2001-06-28,24,0.05
69900538Q,Núria,López Romero,Espanya,Barcelona,17,9,1957,Dona,1099.35,No,Grup A,Núria López Romero,Si,1957-09-17,68,0.05
97525504X,Laia,Martínez,Espanya,Barcelona,22,1,1951,Dona,1247.4,Sí,Grup A,Laia Martínez,Si,1951-01-22,75,0.05
34349532Y,Marc,Ferrer Sánchez,Espanya,Barcelona,15,7,1977,Home,1757.7,No,Grup A,Marc Ferrer Sánchez,Si,1977-07-15,48,0.05
52037173E,Núria,García Martínez,Espanya,Barcelona,26,5,2005,Dona,1386.0,Sí,Grup A,Núria García Martínez,Si,2005-05-26,20,0.05
37325572G,Carla,López López,Espanya,Barcelona,7,3,1956,Dona,852.6,Sí,Grup A,Carla López López,Si,1956-03-07,70,0.05
21309247F,Oriol,García Ferrer,Espanya,Barcelona,9,12,2003,Home,1683.15,Sí,Grup A,Oriol García Ferrer,Si,2003-12-09,22,0.05
71124235C,Carla,Ferrer,Espanya,Barcelona,27,10,1987,Dona,877.8,No,Grup A,Carla Ferrer,Si,1987-10-27,38,0.05
42839231P,Arnau,López Martínez,Espanya,Barcelona,15,11,1972,Home,1666.35,No,Grup A,Arnau López Martínez,Si,1972-11-15,53,0.05
21786454M,Laia,Martínez,Espanya,Barcelona,11,2,1951,Dona,1371.3,No,Grup A,Laia Martínez,Si,1951-02-11,75,0.05
63679621R,Laia,Martínez Romero,Espanya,Barcelona,5,9,1958,Dona,1097.25,No,Grup A,Laia Martínez Romero,Si,1958-09-05,67,0.05
80030295H,Carla,Romero López,Espanya,Barcelona,23,5,2002,Dona,814.8,Sí,Grup A,Carla Romero López,Si,2002-05-23,24,0.05
37774950Y,Carla,García,Espanya,Barcelona,25,10,1952,Dona,997.5,No,Grup A,Carla García,Si,1952-10-25,73,0.05
16112726L,Clara,Castells Romero,Espanya,Barcelona,4,1,1999,Dona,1461.6,Sí,Grup A,Clara Castells Romero,Si,1999-01-04,27,0.05
66520712S,Pau,Castells,Espanya,Barcelona,1,7,1972,Home,1056.3,No,Grup A,Pau Castells,Si,1972-07-01,53,0.05
57892591M,Anna,Castells,Espanya,Barcelona,2,1,1951,Dona,964.95,No,Grup A,Anna Castells,Si,1951-01-02,75,0.05
45074340P,Núria,Ferrer,Espanya,Barcelona,27,10,1977,Dona,1179.15,No,Grup A,Núria Ferrer,Si,1977-10-27,48,0.05
63645871Q,Toni,López,Espanya,Barcelona,27,9,1979,,904.05,No,Grup A,Toni López,Si,1979-09-27,46,0.05
15228560C,Jordi,Castells,Espanya,Barcelona,19,7,1978,Home,1618.05,No,Grup A,Jordi Castells,Si,1978-07-19,47,0.05
82418527A,Jordi,Ferrer,Espanya,Barcelona,28,6,2002,Home,1009.05,No,Grup A,Jordi Ferrer,Si,2002-06-28,23,0.05
18479670K,Pau,Castells,Espanya,Barcelona,14,9,1991,Home,1642.2,No,Grup A,Pau Castells,Si,1991-09-14,34,0.05
24238964E,Joan,Martínez Castells,Espanya,Barcelona,22,7,1987,Home,1223.25,No,Grup A,Joan Martínez Castells,Si,1987-07-22,38,0.05
46145725B,Toni,Ferrer,Espanya,Barcelona,24,8,1972,Home,1750.35,Sí,Grup A,Toni Ferrer,Si,1972-08-24,53,0.05
97294667E,Jordi,García,Espanya,Barcelona,3,1,1975,Home,1014.3,Sí,Grup A,Jordi García,Si,1975-01-03,51,0.05
99611153A,Arnau,Sánchez,Espanya,Barcelona,16,12,1998,Home,1506.75,No,Grup A,Arnau Sánchez,Si,1998-12-16,27,0.05
85693556P,Joan,Romero Martínez,Espanya,Barcelona,2,11,1973,Home,1623.3,Sí,Grup A,Joan Romero Martínez,Si,1973-11-02,52,0.05
27368854D,Marta,Castells López,Espanya,Barcelona,9,6,1985,Dona,1509.9,No,Grup A,Marta Castells López,Si,1985-06-09,40,0.05
58740246B,Pau,Ferrer Martínez,Espanya,Barcelona,24,12,1964,Home,895.65,No,Grup A,Pau Ferrer Martínez,Si,1964-12-24,61,0.05
68722397X,Laia,Romero Martínez,Espanya,Barcelona,28,5,1964,Dona,1065.75,No,Grup A,Laia Romero Martínez,Si,1964-05-28,62,0.05
41718924T,Marc,Martínez Castells,Espanya,Barcelona,13,5,1979,,1546.65,No,Grup A,Marc Martínez Castells,Si,1979-05-13,47,0.05
84904881L,Pau,Castells Martínez,Espanya,Barcelona,3,1,1985,Home,1304.1,No,Grup A,Pau Castells Martínez,Si,1985-01-03,41,0.05
67985873N,Anna,Castells Ferrer,Espanya,Barcelona,8,1,1983,Dona,1568.7,Sí,Grup A,Anna Castells Ferrer,Si,1983-01-08,43,0.05
33177087Z,Toni,Romero,Espanya,Barcelona,7,5,1990,Home,1156.05,No,Grup A,Toni Romero,Si,1990-05-07,36,0.05
32610074J,Joan,López,Espanya,Barcelona,22,10,1964,Home,1704.15,No,Grup A,Joan López,Si,1964-10-22,61,0.05
68747775D,Eva,Castells Romero,Espanya,Barcelona,13,2,1980,Altres,977.55,No,Grup A,Eva Castells Romero,Si,1980-02-13,46,0.05
37528225W,Clara,Castells,Espanya,Barcelona,17,7,1953,Dona,816.9,No,Grup A,Clara Castells,Si,1953-07-17,72,0.05
13814869T,Joan,Romero Romero,Espanya,Barcelona,3,11,1995,Home,1163.4,Sí,Grup A,Joan Romero Romero,Si,1995-11-03,30,0.05
60189754G,Clara,Sánchez,Espanya,Barcelona,3,10,1985,Dona,1502.55,No,Grup A,Clara Sánchez,Si,1985-10-03,40,0.05
28369496M,Núria,López,Espanya,Barcelona,28,5,1961,Dona,836.85,Sí,Grup A,Núria López,Si,1961-05-28,65,0.05
64708400Q,Eva,García,Espanya,Barcelona,27,10,1960,Dona,760.2,Sí,Grup A,Eva García,Si,1960-10-27,65,0.05
26880397A,Carla,Castells Castells,Espanya,Barcelona,27,3,1977,Dona,1500.45,No,Grup A,Carla Castells Castells,Si,1977-03-27,49,0.05
28370355T,Marta,Romero,Espanya,Barcelona,8,4,1957,Dona,724.5,No,Grup A,Marta Romero,Si,1957-04-08,69,0.05
64200072V,Toni,Martínez Castells,Espanya,Barcelona,23,10,1957,Home,1445.85,No,Grup A,Toni Martínez Castells,Si,1957-10-23,68,0.05
38241293F,Carla,Martínez Castells,Espanya,Barcelona,21,10,1980,Dona,792.75,No,Grup A,Carla Martínez Castells,Si,1980-10-21,45,0.05
20692229R,Oriol,López Romero,Espanya,Barcelona,22,5,1983,Home,1191.75,Sí,Grup A,Oriol López Romero,Si,1983-05-22,43,0.05
21277706W,Carla,Ferrer,Espanya,Barcelona,13,12,1969,Dona,956.55,No,Grup A,Carla Ferrer,Si,1969-12-13,56,0.05
15566633F,Laia,Sánchez Martínez,Espanya,Barcelona,10,2,1971,Dona,1498.35,No,Grup A,Laia Sánchez Martínez,Si,1971-02-10,55,0.05
90914480C,Oriol,Castells,Espanya,Barcelona,3,12,1987,Home,1745.1,No,Grup A,Oriol Castells,Si,1987-12-03,38,0.05
39104359X,Jordi,Romero García,Espanya,Barcelona,17,2,1972,Home,1190.7,No,Grup A,Jordi Romero García,Si,1972-02-17,54,0.05
12091945C,Oriol,Sánchez,Espanya,Barcelona,5,2,1986,Home,784.35,No,Grup A,Oriol Sánchez,Si,1986-02-05,40,0.05
89759837X,Laia,Romero,Espanya,Barcelona,17,9,1966,Dona,999.6,Sí,Grup A,Laia Romero,Si,1966-09-17,59,0.05
67475809B,Jordi,Romero,Espanya,Barcelona,6,9,1952,Home,1756.65,Sí,Grup A,Jordi Romero,Si,1952-09-06,73,0.05
21511240Y,Oriol,García Castells,Espanya,Barcelona,8,5,1987,Home,962.85,No,Grup A,Oriol García Castells,Si,1987-05-08,39,0.05
25874228C,Laia,López,Espanya,Barcelona,8,3,1970,Dona,1380.75,No,Grup A,Laia López,Si,1970-03-08,56,0.05
69760120X,Laia,Ferrer Martínez,Espanya,Barcelona,11,11,1980,Dona,716.1,No,Grup A,Laia Ferrer Martínez,Si,1980-11-11,45,0.05
48870261R,Jordi,Sánchez,Espanya,Bilbao,16,8,1962,Home,779.1,No,Grup A,Jordi Sánchez,Si,1962-08-16,63,0.05
17856143W,Anna,Martínez Martínez,Espanya,Bilbao,26,9,1972,Dona,819.0,No,Grup A,Anna Martínez Martínez,Si,1972-09-26,53,0.05
71226479A,Toni,Sánchez García,Espanya,Bilbao,28,2,2000,Home,1450.05,No,Grup A,Toni Sánchez García,Si,2000-02-28,26,0.05
98082914F,Anna,Ferrer Sánchez,Espanya,Bilbao,21,10,1982,Dona,1389.15,No,Grup A,Anna Ferrer Sánchez,Si,1982-10-21,43,0.05
64134967K,Clara,Sánchez,Espanya,Bilbao,1,10,1965,Dona,857.85,Sí,Grup A,Clara Sánchez,Si,1965-10-01,60,0.05
31039740J,Anna,Castells,Espanya,Bilbao,20,3,1987,Dona,1450.05,No,Grup A,Anna Castells,Si,1987-03-20,39,0.05
69934163X,Laia,Martínez Ferrer,Espanya,Bilbao,19,10,1956,Dona,1030.05,Sí,Grup A,Laia Martínez Ferrer,Si,1956-10-19,69,0.05
48108194K,Marta,Sánchez,Espanya,Bilbao,1,9,1972,Dona,1211.7,No,Grup A,Marta Sánchez,Si,1972-09-01,53,0.05
35072309W,Pau,Ferrer,Espanya,Bilbao,6,8,1964,Home,1213.8,No,Grup A,Pau Ferrer,Si,1964-08-06,61,0.05
68948799D,Clara,Castells García,Espanya,Bilbao,11,1,1964,Dona,1155.0,Sí,Grup A,Clara Castells García,Si,1964-01-11,62,0.05
10674532Q,Jordi,Castells Ferrer,Espanya,Bilbao,23,2,1979,Home,1279.95,No,Grup A,Jordi Castells Ferrer,Si,1979-02-23,47,0.05
52195959W,Carla,Castells García,Espanya,Bilbao,7,1,1994,Dona,1358.7,No,Grup A,Carla Castells García,Si,1994-01-07,32,0.05
24418722F,Marta,Romero Sánchez,Espanya,Bilbao,19,7,1968,Dona,1087.8,No,Grup A,Marta Romero Sánchez,Si,1968-07-19,57,0.05
76674953J,Jordi,Sánchez,Espanya,Bilbao,5,3,1952,Home,1311.45,No,Grup A,Jordi Sánchez,Si,1952-03-05,74,0.05
98052221N,Marta,Martínez,Espanya,Bilbao,22,6,1973,Dona,858.9,No,Grup A,Marta Martínez,Si,1973-06-22,52,0.05
58101481N,Jordi,Sánchez,Espanya,Bilbao,20,4,1993,Home,1353.45,No,Grup A,Jordi Sánchez,Si,1993-04-20,33,0.05
74165595P,Jordi,Castells,Espanya,Bilbao,1,6,1953,Home,1392.3,Sí,Grup A,Jordi Castells,Si,1953-06-01,73,0.05
43099073D,Marc,Martínez Martínez,Espanya,Bilbao,4,1,2001,Home,1751.4,Sí,Grup A,Marc Martínez Martínez,Si,2001-01-04,25,0.05
60957935K,Eva,López,Espanya,Bilbao,26,12,1964,Dona,1274.7,No,Grup A,Eva López,Si,1964-12-26,61,0.05
38593878Z,Jordi,García,Espanya,Bilbao,11,1,1950,Home,1043.7,No,Grup A,Jordi García,Si,1950-01-11,76,0.05
19404501Z,Arnau,Ferrer Sánchez,Espanya,Bilbao,6,11,1969,Home,1398.6,Sí,Grup A,Arnau Ferrer Sánchez,Si,1969-11-06,56,0.05
37416719D,Anna,López,Espanya,Bilbao,17,6,1995,Dona,1396.5,Sí,Grup A,Anna López,Si,1995-06-17,30,0.05
88308185F,Jordi,Romero García,Espanya,Bilbao,19,12,1984,Home,1611.75,Sí,Grup A,Jordi Romero García,Si,1984-12-19,41,0.05
70113350T,Pau,Castells,Espanya,Bilbao,17,4,1952,,1172.85,No,Grup A,Pau Castells,Si,1952-04-17,74,0.05
12689894Z,Marta,López,Espanya,Bilbao,24,7,1967,Dona,1492.05,No,Grup A,Marta López,Si,1967-07-24,58,0.05
71304182R,Núria,Ferrer,Espanya,Bilbao,17,3,1979,Dona,1279.95,Sí,Grup A,Núria Ferrer,Si,1979-03-17,47,0.05
75340954W,Joan,Ferrer,Espanya,Bilbao,21,5,1981,,1478.4,No,Grup A,Joan Ferrer,Si,1981-05-21,45,0.05
97210518F,Clara,Sánchez Romero,Espanya,Bilbao,16,3,2004,Dona,1075.2,No,Grup A,Clara Sánchez Romero,Si,2004-03-16,22,0.05
76436789V,Eva,Romero,Espanya,Bilbao,18,7,1967,Dona,1388.1,No,Grup A,Eva Romero,Si,1967-07-18,58,0.05
21820075A,Arnau,Sánchez,Espanya,Bilbao,23,1,1978,Home,1162.35,No,Grup A,Arnau Sánchez,Si,1978-01-23,48,0.05
64697693K,Núria,Martínez Martínez,Espanya,Bilbao,20,8,2002,Dona,1056.3,No,Grup A,Núria Martínez Martínez,Si,2002-08-20,23,0.05
43507453W,Anna,Ferrer Martínez,Espanya,Bilbao,15,10,1981,Dona,892.5,Sí,Grup A,Anna Ferrer Martínez,Si,1981-10-15,44,0.05
75293326J,Joan,García,Espanya,Bilbao,23,6,1960,Home,867.3,No,Grup A,Joan García,Si,1960-06-23,65,0.05
72988314H,Marc,Sánchez,Espanya,Bilbao,3,6,1996,Home,1200.15,Sí,Grup A,Marc Sánchez,Si,1996-06-03,29,0.05
51701516Z,Jordi,Ferrer,Espanya,Bilbao,22,5,1960,Home,1391.25,No,Grup A,Jordi Ferrer,Si,1960-05-22,66,0.05
14270387K,Eva,Castells Romero,Espanya,Bilbao,25,6,1974,Dona,1382.85,No,Grup A,Eva Castells Romero,Si,1974-06-25,51,0.05
58780487Q,Arnau,Martínez Romero,Espanya,Bilbao,26,8,1997,Home,1501.5,No,Grup A,Arnau Martínez Romero,Si,1997-08-26,28,0.05
53837158P,Toni,Ferrer,Espanya,Bilbao,7,4,1996,Altres,1332.45,No,Grup A,Toni Ferrer,Si,1996-04-07,30,0.05
46674072A,Laia,Castells Castells,Espanya,Bilbao,3,12,1968,,1396.5,Sí,Grup A,Laia Castells Castells,Si,1968-12-03,57,0.05
84944664N,Oriol,Romero,Espanya,Bilbao,28,3,1959,,958.65,Sí,Grup A,Oriol Romero,Si,1959-03-28,67,0.05
14579601F,Arnau,Martínez,Espanya,Bilbao,13,8,1964,Home,1387.05,No,Grup A,Arnau Martínez,Si,1964-08-13,61,0.05
64443494X,Marc,García Romero,Espanya,Bilbao,25,1,2004,Home,1140.3,No,Grup A,Marc García Romero,Si,2004-01-25,22,0.05
54172956P,Anna,Ferrer Castells,Espanya,Bilbao,1,9,1953,Dona,1220.1,No,Grup A,Anna Ferrer Castells,Si,1953-09-01,72,0.05
68548102E,Laia,López López,Espanya,Bilbao,3,5,1997,Dona,1109.85,Sí,Grup A,Laia López López,Si,1997-05-03,29,0.05
89826839F,Marta,Castells López,Espanya,Bilbao,10,1,1964,Dona,1224.3,Sí,Grup A,Marta Castells López,Si,1964-01-10,62,0.05
79003381D,Eva,García,Espanya,Bilbao,17,3,1997,Dona,1085.7,No,Grup A,Eva García,Si,1997-03-17,29,0.05
76741258Y,Carla,Castells Ferrer,Espanya,Bilbao,20,7,1952,Dona,1397.55,No,Grup A,Carla Castells Ferrer,Si,1952-07-20,73,0.05
21163199Y,Joan,Sánchez,Espanya,Bilbao,18,3,1982,Home,1713.6,No,Grup A,Joan Sánchez,Si,1982-03-18,44,0.05
53176287C,Jordi,Castells,Espanya,Bilbao,6,2,1963,Home,1371.3,Sí,Grup A,Jordi Castells,Si,1963-02-06,63,0.05
80044333C,Núria,Martínez,Espanya,Bilbao,10,3,1971,Dona,1037.4,No,Grup A,Núria Martínez,Si,1971-03-10,55,0.05
77158777S,Núria,García,Espanya,Bilbao,15,6,2001,Dona,732.9,Sí,Grup A,Núria García,Si,2001-06-15,24,0.05
66460797A,Marc,López García,Espanya,Bilbao,10,9,2005,Home,1333.5,No,Grup A,Marc López García,Si,2005-09-10,20,0.05
82204716Y,Pau,López Ferrer,Espanya,Bilbao,13,4,1960,Home,1185.45,Sí,Grup A,Pau López Ferrer,Si,1960-04-13,66,0.05
71312672X,Jordi,López Romero,Espanya,Bilbao,17,12,1978,Home,1066.8,No,Grup A,Jordi López Romero,Si,1978-12-17,47,0.05
43437575V,Clara,Romero,Espanya,Bilbao,5,12,2004,Dona,1582.35,No,Grup A,Clara Romero,Si,2004-12-05,21,0.05
86899840T,Eva,García,Espanya,Bilbao,13,9,1978,Dona,1172.85,No,Grup A,Eva García,Si,1978-09-13,47,0.05
98430241N,Toni,López,Espanya,Bilbao,3,6,1956,Home,899.85,No,Grup A,Toni López,Si,1956-06-03,70,0.05
75634877M,Marc,Castells Castells,Espanya,Bilbao,18,12,1955,Home,1396.5,Sí,Grup A,Marc Castells Castells,Si,1955-12-18,70,0.05
58558026P,Toni,Romero Martínez,Espanya,Bilbao,15,9,1980,Home,1282.05,No,Grup A,Toni Romero Martínez,Si,1980-09-15,45,0.05
80867475E,Arnau,Martínez,Espanya,Bilbao,9,10,1996,Home,1230.6,Sí,Grup A,Arnau Martínez,Si,1996-10-09,29,0.05
89253307W,Clara,Sánchez López,Espanya,Bilbao,1,8,1952,Dona,1277.85,No,Grup A,Clara Sánchez López,Si,1952-08-01,73,0.05
